id,name,address,category,location,lat,lng,details,reviews
129419,"Barceló Raval","Rambla del Raval 17",restaurant,Barcelona,41.378992107671,2.1696310444055,http://tour-pedia.org/api/getPlaceDetails?id=129419,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=129419
"Passeig de Sant Antoni 36-40",restaurant,130107,41.377735232766,2.1387209474496,Barcelona,"AC Hotel Sants by Marriott",4b716215f964a520eb432de3,0,Hotel,http://tour-pedia.org/api/getPlaceDetails?id=130107,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=130107
"Carrer de Santa Fe de Nou Mexic s/n",restaurant,130108,41.393729,2.135889,Barcelona,"Frankfurts de Cine",4b71638cf964a5203b442de3,0,"American Restaurant",http://tour-pedia.org/api/getPlaceDetails?id=130108,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=130108
130115,"La Paradeta","C/ Riego, 27, Barcelona, Spain",restaurant,Barcelona,41.376619,2.13837,http://tour-pedia.org/api/getPlaceDetails?id=130115,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=130115
,restaurant,130117,41.39625,2.19872,Barcelona,"Restaurant Antonio's",4b727271f964a520287b2de3,0,"Mediterranean Restaurant",http://tour-pedia.org/api/getPlaceDetails?id=130117,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=130117
"Deu i Mata, 24",restaurant,130120,41.38652688591,2.1322049124074,Barcelona,"La concordia",4b72b402f964a52079842de3,0,"Mediterranean Restaurant",http://tour-pedia.org/api/getPlaceDetails?id=130120,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=130120
"Carrer Riego, 27",restaurant,130171,41.376581167722,2.1382606225365,Barcelona,"La Paradeta",4b77043ff964a520ca742ee3,0,"Seafood Restaurant",http://tour-pedia.org/api/getPlaceDetails?id=130171,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=130171
"Vilamarí 34-36",restaurant,130210,41.376839402263,2.152619227034,Barcelona,"AC Hotel Vilamarí",4b7904c7f964a52018e92ee3,0,Hotel,http://tour-pedia.org/api/getPlaceDetails?id=130210,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=130210
"Pg Sant Joan, 84",restaurant,130213,41.397755,2.172046,Barcelona,MarCelOna,4b792991f964a52082ed2ee3,0,Café,http://tour-pedia.org/api/getPlaceDetails?id=130213,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=130213
"Nou de la Rambla 111",restaurant,130218,41.374510053125,2.1696656942368,Barcelona,JazzBand,4b7995aff964a52063032fe3,0,"Hot Dog Joint",http://tour-pedia.org/api/getPlaceDetails?id=130218,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=130218
"Blai, 28",restaurant,130221,41.37384,2.16418,Barcelona,Barramon,4b799d53f964a520b5052fe3,0,"Spanish Restaurant",http://tour-pedia.org/api/getPlaceDetails?id=130221,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=130221
"Joan Blanques, 56",restaurant,130230,41.406125516667,2.15954459,Barcelona,"La Chitarra",4b7a4b94f964a520bf282fe3,0,"Italian Restaurant",http://tour-pedia.org/api/getPlaceDetails?id=130230,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=130230
"Carrer de l'Alfambra 18",restaurant,130233,41.386889400207,2.1124995461851,Barcelona,"Blat i Cafè",4b7a5602f964a520f4292fe3,0,Café,http://tour-pedia.org/api/getPlaceDetails?id=130233,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=130233
"Carrer Calabria 16",restaurant,130234,41.375960472725,2.1600017381712,Barcelona,"Il Caffé Di Francesco",4b7a581ff964a520252a2fe3,0,"Coffee Shop",http://tour-pedia.org/api/getPlaceDetails?id=130234,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=130234
"Avda. Paral.lel 204",restaurant,130237,41.375204921132,2.1508253495959,Barcelona,"Xop d'Or",4b7a88bef964a52029302fe3,0,"Tapas Restaurant",http://tour-pedia.org/api/getPlaceDetails?id=130237,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=130237
"Passeig Maragall 107",restaurant,130238,41.418782951764,2.1805678672337,Barcelona,"Cantina Mexicana Chihuahua",4b7a8ec9f964a52016312fe3,0,"Mexican Restaurant",http://tour-pedia.org/api/getPlaceDetails?id=130238,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=130238
"Numància, 133",restaurant,130245,41.387012819887,2.1350480696595,Barcelona,Kiku-Chan,4b7afdb7f964a5208b4a2fe3,0,"Japanese Restaurant",http://tour-pedia.org/api/getPlaceDetails?id=130245,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=130245
"Av. Mare De Deu De Montserrat",restaurant,130246,41.414821,2.16513,Barcelona,"La Maña",4b7b0544f964a520a64c2fe3,0,"Snack Place",http://tour-pedia.org/api/getPlaceDetails?id=130246,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=130246
130255,Vintus,"Avinguda Diagonal, Barcelona, Spain",restaurant,Barcelona,41.389018,2.133786,http://tour-pedia.org/api/getPlaceDetails?id=130255,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=130255
"Mallorca, 6",restaurant,130257,41.378885,2.142477,Barcelona,"Restaurante EDEN Barcelona",4b7bec8ff964a52001742fe3,0,Restaurant,http://tour-pedia.org/api/getPlaceDetails?id=130257,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=130257
"C/ Vilamarí, 9",restaurant,130258,41.375772213047,2.1538519597185,Barcelona,"Restaurant Rafi",4b7c01cff964a52030782fe3,0,"Moroccan Restaurant",http://tour-pedia.org/api/getPlaceDetails?id=130258,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=130258
"Torrent de l'Olla 226",restaurant,130262,41.407237201345,2.151343360327,Barcelona,"Lesseps Cerveseria",4b7c2c6ef964a52003822fe3,0,"Tapas Restaurant",http://tour-pedia.org/api/getPlaceDetails?id=130262,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=130262
"Escorial, 15",restaurant,130270,41.406475753085,2.1621174180133,Barcelona,"La Lola",4b7d3c26f964a52003b42fe3,0,Diner,http://tour-pedia.org/api/getPlaceDetails?id=130270,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=130270
"Potosi 7",restaurant,130273,41.442977749952,2.2008456844888,Barcelona,"Wok You",4b7d4565f964a520afb52fe3,0,"Asian Restaurant",http://tour-pedia.org/api/getPlaceDetails?id=130273,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=130273
"Plaça Sagrada Família 19",restaurant,130288,41.402516608253,2.1738586104594,Barcelona,"Starbucks Coffee",4b7eb634f964a5208dfa2fe3,0,"Coffee Shop",http://tour-pedia.org/api/getPlaceDetails?id=130288,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=130288
"Valencia, 249",restaurant,130312,41.392930720282,2.163312029502,Barcelona,"Miu Japones",4b800126f964a520254a30e3,0,"Japanese Restaurant",http://tour-pedia.org/api/getPlaceDetails?id=130312,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=130312
"Ramon Turró",restaurant,130314,41.405055,2.209723,Barcelona,Traspaso,4b800706f964a520ed4b30e3,0,"Mediterranean Restaurant",http://tour-pedia.org/api/getPlaceDetails?id=130314,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=130314
"Carrer Comtal, 32",restaurant,130316,41.386869,2.174146,Barcelona,"Starbucks Coffee",4b801dddf964a520ac5330e3,0,"Coffee Shop",http://tour-pedia.org/api/getPlaceDetails?id=130316,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=130316
"Lepant, 347",restaurant,130334,41.408102115985,2.1714735031128,Barcelona,Teppan-Ya,4b814180f964a520639c30e3,0,"Japanese Restaurant",http://tour-pedia.org/api/getPlaceDetails?id=130334,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=130334
"Avenida de Roma 2",restaurant,130344,41.37977115211,2.1422052383423,Barcelona,"Hotel Torre Catalunya",4b838a94f964a5203c0931e3,0,Hotel,http://tour-pedia.org/api/getPlaceDetails?id=130344,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=130344
,restaurant,130355,41.388672,2.112552,Barcelona,"rest notable",4b852384f964a520b24d31e3,0,"Mediterranean Restaurant",http://tour-pedia.org/api/getPlaceDetails?id=130355,http://tour-pedia.org/api/getReviewsByPlaceId?placeId=130355
